Time,V(I=0.0),V(I=0.3),V(I=0.6)
209.5,-1.1994080352440357,-0.9948318969937762,-1.8474523664283902
210.0,-1.1994080352440357,-0.9949992064123181,-1.8211133834882278
210.5,-1.1994080352440357,-0.99512860050779,-1.7933617633081105
211.0,-1.1994080352440357,-0.9952185363631547,-1.7648608999716462
211.5,-1.1994080352440357,-0.9952683013408365,-1.735979975779922
212.0,-1.1994080352440357,-0.9952780006108518,-1.706914637911854
212.5,-1.1994080352440357,-0.9952485283709738,-1.6777613522173553
213.0,-1.1994080352440357,-0.9951815242449389,-1.6485613818743539
213.5,-1.1994080352440357,-0.995079316571324,-1.6193256203761621
214.0,-1.1994080352440357,-0.9949448544470738,-1.5900479884482852
214.5,-1.1994080352440357,-0.9947816304722692,-1.5607123205999505
215.0,-1.1994080352440357,-0.9945935961659002,-1.5312956708340077
215.5,-1.1994080352440357,-0.994385071997013,-1.5017696755215464
216.0,-1.1994080352440357,-0.99416065391304,-1.4721008395979271
216.5,-1.1994080352440357,-0.9939251181583868,-1.4422501749444692
217.0,-1.1994080352440357,-0.9936833260712573,-1.4121723777484316
217.5,-1.1994080352440357,-0.9934401304333658,-1.38181459429941
218.0,-1.1994080352440357,-0.993200284831694,-1.351114737676212
218.5,-1.1994080352440357,-0.9929683573777238,-1.3199992487314365
219.0,-1.1994080352440357,-0.9927486500194067,-1.2883801225526945
219.5,-1.1994080352440357,-0.992545124574411,-1.2561509286286638
220.0,-1.1994080352440357,-0.9923613365081694,-1.2231814193248072
220.5,-1.1994080352440357,-0.9922003773739961,-1.1893101183382133
221.0,-1.1994080352440357,-0.9920648267213446,-1.154333962312177
221.5,-1.1994080352440357,-0.9919567141581673,-1.117993555721157
222.0,-1.1994080352440357,-0.9918774921205821,-1.0799517515145132
222.5,-1.1994080352440357,-0.9918280197546024,-1.039761832264022
223.0,-1.1994080352440357,-0.9918085581486619,-0.9968190577196439
223.5,-1.1994080352440357,-0.991818776971616,-0.9502848305598506
224.0,-1.1994080352440357,-0.991857772370154,-0.8989643379080303
224.5,-1.1994080352440357,-0.9919240957652231,-0.841102363695873
225.0,-1.1994080352440357,-0.992015792964137,-0.7740297274938118
225.5,-1.1994080352440357,-0.9921304527800884,-0.6935263825606206
226.0,-1.1994080352440357,-0.9922652641317294,-0.5926275830096183
226.5,-1.1994080352440357,-0.9924170803910588,-0.45931181882982614
227.0,-1.1994080352440357,-0.9925824895670897,-0.27201013881890507
227.5,-1.1994080352440357,-0.992757888764328,0.008179475136374181
228.0,-1.1994080352440357,-0.9929395612466267,0.44244735484709546
228.5,-1.1994080352440357,-0.9931237543745908,1.057665966907335
229.0,-1.1994080352440357,-0.9933067566723643,1.5969444778802573
229.5,-1.1994080352440357,-0.9934849723189283,1.7779170676683718
230.0,-1.1994080352440357,-0.9936549914489528,1.824631722601168
230.5,-1.1994080352440357,-0.9938136547852501,1.8280556348181551
231.0,-1.1994080352440357,-0.9939581113031044,1.8121377753678567
231.5,-1.1994080352440357,-0.9940858678384814,1.7862665264741002
232.0,-1.1994080352440357,-0.9941948297882516,1.754965561785685
232.5,-1.1994080352440357,-0.9942833323012579,1.7205907721867528
233.0,-1.1994080352440357,-0.9943501616144025,1.6843725904947842
233.5,-1.1994080352440357,-0.9943945664384849,1.6469231295718731
234.0,-1.1994080352440357,-0.994416259535905,1.6085111782578367
234.5,-1.1994080352440357,-0.9944154098495536,1.5692133786470563
235.0,-1.1994080352440357,-0.9943926257339668,1.5289940884092479
235.5,-1.1994080352440357,-0.9943489300025772,1.487743998259894
236.0,-1.1994080352440357,-0.994285727636905,1.4452948766198925
236.5,-1.1994080352440357,-0.9942047671046192,1.4014196773647265
237.0,-1.1994080352440357,-0.9941080963047346,1.3558219684243893
237.5,-1.1994080352440357,-0.9939980142020541,1.308115005325862
238.0,-1.1994080352440357,-0.9938770192322308,1.2577876787134905
238.5,-1.1994080352440357,-0.9937477555568683,1.2041508753909054
239.0,-1.1994080352440357,-0.9936129582283058,1.1462520035384172
239.5,-1.1994080352440357,-0.9934753982893721,1.0827349265356303
240.0,-1.1994080352440357,-0.9933378287873296,1.0116019933050928
240.5,-1.1994080352440357,-0.9932029326257834,0.929792506564773
241.0,-1.1994080352440357,-0.9930732731153235,0.832400896993877
241.5,-1.1994080352440357,-0.992951248014247,0.7111556646900437
242.0,-1.1994080352440357,-0.9928390477755918,0.5513325433571792
242.5,-1.1994080352440357,-0.9927386186360782,0.32541279687519914
243.0,-1.1994080352440357,-0.9926516310963697,-0.018502707792174222
243.5,-1.1994080352440357,-0.9925794542500719,-0.5619665208972042
244.0,-1.1994080352440357,-0.9925231363208746,-1.2972356665385414
244.5,-1.1994080352440357,-0.992483391663169,-1.759960936503668
245.0,-1.1994080352440357,-0.9924605943715795,-1.8685464256291426
245.5,-1.1994080352440357,-0.9924547785298584,-1.89926603506501
246.0,-1.1994080352440357,-0.9924656450106766,-1.9014945728274322
246.5,-1.1994080352440357,-0.9924925746167903,-1.8897015796339964
247.0,-1.1994080352440357,-0.9925346472331429,-1.870175519660693
247.5,-1.1994080352440357,-0.9925906665414498,-1.8462419220293622
248.0,-1.1994080352440357,-0.9926591897368562,-1.8198146928881116
248.5,-1.1994080352440357,-0.9927385615836912,-1.7920154343995094
249.0,-1.1994080352440357,-0.9928269520575611,-1.7634899326444446
249.5,-1.1994080352440357,-0.9929223967472431,-1.7345968464742532
250.0,-1.1994080352440357,-0.9930228391348973,-1.70552572472942
250.5,-1.1994080352440357,-0.9931261738392829,-1.6763696052165054
251.0,-1.1994080352440357,-0.9932302898955006,-1.6471678617200027
251.5,-1.1994080352440357,-0.9933331131569707,-1.6179303447560431
252.0,-1.1994080352440357,-0.9934326469407022,-1.5886503767578193
252.5,-1.1994080352440357,-0.9935270100942508,-1.5593114149528287
253.0,-1.1994080352440357,-0.9936144717401264,-1.5298902355032078
253.5,-1.1994080352440357,-0.9936934820480109,-1.5003582301019929
254.0,-1.1994080352440357,-0.9937626984936243,-1.4706816541521617
254.5,-1.1994080352440357,-0.9938210071816449,-1.4408212403650744
255.0,-1.1994080352440357,-0.9938675389347472,-1.4107313562198431
255.5,-1.1994080352440357,-0.9939016799775682,-1.3803587497864311
256.0,-1.1994080352440357,-0.9939230771694256,-1.349640842870254
256.5,-1.1994080352440357,-0.9939316378594443,-1.318503461659601
257.0,-1.1994080352440357,-0.9939275245494082,-1.2868578222340714
257.5,-1.1994080352440357,-0.9939111446507611,-1.2545964938963174
258.0,-1.1994080352440357,-0.9938831357109358,-1.221587927108928
258.5,-1.1994080352440357,-0.993844346559443,-1.1876689256091424
259.0,-1.1994080352440357,-0.993795814885315,-1.1526341166458574
259.5,-1.1994080352440357,-0.9937387418045092,-1.1162209480837493
260.0,-1.1994080352440357,-0.9936744640091019,-1.0780878723975489
260.5,-1.1994080352440357,-0.9936044241102368,-1.0377819021250683
261.0,-1.1994080352440357,-0.993530139794748,-0.9946891430738611
261.5,-1.1994080352440357,-0.9934531724122184,-0.9479572654705193
262.0,-1.1994080352440357,-0.9933750955960415,-0.8963702195478929
262.5,-1.1994080352440357,-0.9932974644999069,-0.838138811778668
263.0,-1.1994080352440357,-0.9932217862010176,-0.7705374106117524
263.5,-1.1994080352440357,-0.993149491784171,-0.6892482522895031
264.0,-1.1994080352440357,-0.9930819105773584,-0.5871301549328324
264.5,-1.1994080352440357,-0.9930202469604716,-0.4518312668541794
265.0,-1.1994080352440357,-0.9929655601146132,-0.26115938472910766
265.5,-1.1994080352440357,-0.9929187470209787,0.02484265293445098
266.0,-1.1994080352440357,-0.9928805289558571,0.46804923300880585
266.5,-1.1994080352440357,-0.9928514416625869,1.0890131216913734
267.0,-1.1994080352440357,-0.9928318293129879,1.6126839701038989
267.5,-1.1994080352440357,-0.9928218423006765,1.782003430540211
268.0,-1.1994080352440357,-0.9928214388376917,1.8255254651300066
268.5,-1.1994080352440357,-0.9928303902551112,1.8276511001526043
269.0,-1.1994080352440357,-0.9928482898390485,1.8110916745988583
269.5,-1.1994080352440357,-0.9928745649669418,1.7848769348335272
270.0,-1.1994080352440357,-0.9929084922468133,1.7533849117014142
270.5,-1.1994080352440357,-0.9929492153056433,1.718899261255276
271.0,-1.1994080352440357,-0.9929957648236136,1.682611283733605
271.5,-1.1994080352440357,-0.9930470803700449,1.645111412353246
272.0,-1.1994080352440357,-0.9931020335655549,1.606656391766292
272.5,-1.1994080352440357,-0.993159452074235,1.56731602804075
273.0,-1.1994080352440357,-0.9932181439201053,1.527050485586639
273.5,-1.1994080352440357,-0.993276921624101,1.4857474293262238
274.0,-1.1994080352440357,-0.9933346256712874,1.4432359016780023
274.5,-1.1994080352440357,-0.9933901468425126,1.3992858590134096
275.0,-1.1994080352440357,-0.9934424469794985,1.3535971211471711
275.5,-1.1994080352440357,-0.9934905777963644,1.3057779052843659
276.0,-1.1994080352440357,-0.9935336974024109,1.2553100199828022
276.5,-1.1994080352440357,-0.9935710842590799,1.201494044665783
277.0,-1.1994080352440357,-0.9936021483566416,1.1433618792470206
277.5,-1.1994080352440357,-0.9936264394615442,1.0795332155658734
278.0,-1.1994080352440357,-0.9936436523517174,1.0079712276065889
278.5,-1.1994080352440357,-0.9936536290227374,0.9255488956224057
279.0,-1.1994080352440357,-0.9936563579110558,0.8272428284238565
279.5,-1.1994080352440357,-0.9936519702400857,0.7045613160728317
280.0,-1.1994080352440357,-0.9936407336496241,0.5423491384470776
280.5,-1.1994080352440357,-0.9936230433179459,0.31223099439795804
281.0,-1.1994080352440357,-0.9935994108282061,-0.03919765947960141
281.5,-1.1994080352440357,-0.9935704510660754,-0.5940153724723779
282.0,-1.1994080352440357,-0.9935368674635472,-1.3310449736319439
282.5,-1.1994080352440357,-0.9934994359245295,-1.7687679819321367
283.0,-1.1994080352440357,-0.9934589877812788,-1.8710088014679347
283.5,-1.1994080352440357,-0.9934163921371666,-1.899807283675967
284.0,-1.1994080352440357,-0.9933725379510305,-1.9011623317349016
284.5,-1.1994080352440357,-0.9933283162118582,-1.888901524277974
285.0,-1.1994080352440357,-0.9932846025402169,-1.8691099407457046
285.5,-1.1994080352440357,-0.9932422405351757,-1.8450248298530143
286.0,-1.1994080352440357,-0.9932020261629521,-1.8185129924886543
286.5,-1.1994080352440357,-0.9931646934566527,-1.7906681386794492
287.0,-1.1994080352440357,-0.9931309017657942,-1.7621191111353238
287.5,-1.1994080352440357,-0.9931012247602895,-1.733214445055958
288.0,-1.1994080352440357,-0.9930761413568145,-1.7041378270624787
288.5,-1.1994080352440357,-0.9930560286964845,-1.6749790016383896
289.0,-1.1994080352440357,-0.9930411572621494,-1.6457755272220533
289.5,-1.1994080352440357,-0.993031688182001,-1.616536250620338
290.0,-1.1994080352440357,-0.9930276727242043,-1.587253916052443
290.5,-1.1994080352440357,-0.993029053945637,-1.5579116132414226
291.0,-1.1994080352440357,-0.9930356704172572,-1.5284858448170358
291.5,-1.1994080352440357,-0.9930472619098557,-1.498947759149868
292.0,-1.1994080352440357,-0.9930634768877432,-1.4692633617602748
292.5,-1.1994080352440357,-0.9930838816249913,-1.439393104697051
293.0,-1.1994080352440357,-0.9931079707298895,-1.4092910242841001
293.5,-1.1994080352440357,-0.9931351788389189,-1.3789034669314464
294.0,-1.1994080352440357,-0.9931648932223195,-1.3481673585304987
294.5,-1.1994080352440357,-0.9931964670296843,-1.3170079043916878
295.0,-1.1994080352440357,-0.9932292328962264,-1.2853355332216658
295.5,-1.1994080352440357,-0.9932625166286186,-1.2530418027504382
296.0,-1.1994080352440357,-0.9932956506935732,-1.2199938458176225
296.5,-1.1994080352440357,-0.9933279872424676,-1.1860267241426232
297.0,-1.1994080352440357,-0.9933589104210032,-1.1509327240630318
297.5,-1.1994080352440357,-0.9933878477336454,-1.1144460908903198
298.0,-1.1994080352440357,-0.9934142802578491,-1.0762208081520828
298.5,-1.1994080352440357,-0.993437751532104,-1.035797513773863
299.0,-1.1994080352440357,-0.9934578749738703,-0.9925529955067134
299.5,-1.1994080352440357,-0.9934743397176641,-0.9456209257218195
300.0,-1.1994080352440357,-0.9934869147990364,-0.8937635740416482
